"Papers_Title","Papers_Keywords","Papers_OfficialReview_list1_StrengthandWeakness","Papers_OfficialReview_list1_Rate","Papers_OfficialReview_list1_Confidence"
"Complex Query Answering with Neural Link Predictors","Keywords: neural link prediction, complex query answering","The paper attempt to answer conjunctive queries that are in the form of a chain of facts bound together with unobserved variables. The authors suggest that you can use any relational learning method to embed entities and relations in a k-dimensional space and then use the t-norm in order to create a loss function that will be used in order to find the result of the query. The paper investigates continuous optimization through stochastic gradient descent and a greedy method for combinatorial optimization. The results demonstrate that the greedy optimization method performs better. In addition, they claim that their method outperforms other methods with the advantage of using less training data.
Here are some comments
I think the authors cover the relevant work sufficiently
The idea is very simple and builds upon other work that is well studied and well understood by the community
I think that there is an excessive mathematical formalism that is a bit unnecessary. There is no reason for that, the fact that the idea is very simple does not mean that we have to add extra formalism.
In terms of generalization, I think it is very interesting that the users train only on 1-hop queries and evaluate up to 5-hop. In the introduction, the authors claim they use less data than the other methods, but they don’t make it very clear in the experimental section. I think they need to be more explicit about that. They need to clarify that less data means just the 1-hop queries
I have two reservations about the paper. I suspect that part of the success of their approach is the ComplEx embeddings. I would appreciate an ablation study with at least one more method for relational learning, let’s say TransE to see how sensitive it is on the embeddings. To be fair the authors study in depth the performance of their algorithm in other variations, such as the length of the chain
The other concern is about timing results. It would help to know how the whole algorithm compares in terms of time to answer the query compared to the others. I think it is of particular interest the difference between the two optimization techniques. I suspect that the greedy one might be two slow for longer chains. From the preliminary analysis, it seems to grow as k^d where k is the width of the beam per relation and d is the length of the chain.
In general, I think it is a very practical paper","8: Top 50% of accepted papers, clear accept","4: The reviewer is confident but not absolutely certain that the evaluation is correct"
"Complex Query Answering with Neural Link Predictors","Keywords: neural link prediction, complex query answering","The paper proposes Continuous Query Decomposition (CQD), an approach for answering Existential Positive First-Order (EPFO) queries over incomplete knowledge graphs exploiting a neural link predictor for 1-hop-only queries. Entities are embedded in a low dimensional space and entity vectors are used to compute the score of query atoms that are then combined using a t-norm for conjunction and t-conorm for disjunction. Answers to queries are found either with continuous optimisation by gradient descent to find embeddings for query variables or combinatorial optimisation where top-k entities for query variables are looked for yielding a beam search. CQD is compared with Graph Query Embedding (GQE) and Query2Box over three datasets on a large number of queries. The result show that CQD outperforms the baselines on Hit@3 on average. CQD also offers the possibility of explaining the results of queries by showing the top scoring entities for query variables and the score of atoms.
CQD tackles the difficult problem of answering queries that are beyond simple 1-hop completion queries. It improves over previous work which need to train the model over a large number of queries (Hamilton et al., 2018;Daza & Cochez, 2020; Ren et al., 2020) and do not consider disjunctive queries (Hamilton et al., 2018; Daza & Cochez, 2020). These advantages are obtained by not embedding the query into a low dimensional space but using continuous or combinatorial optimization to answer queries, considering the query as a formula in fuzzy logic and applying t-norms and t-conorms. While the use of fuzzy logic in query answering is not new, they way in which it is combined with entity embeddings and neural link predictors is original to the best of my knowledge.
The fact that queries are not embedded (and so learning does not need large numbers of queries) is a strong point of CQD, with competing methods (Hamilton et al., 2018;Daza & Cochez, 2020; Ren et al., 2020) requiring many queries for tuning the query embeddings. Since queries are not embedded, the results of CQD are also easier to explain.
The experiments are sufficiently extensive to support the claim of the paper that CQD is also outperforming competitors in terms of the quality of solutions. However, the authors should justify why they used embedding size 500 for their methods and 400 for the baselines.
From a technical point of view the article seems sound but the authors say that ""Then, after we identified the optimal representation for variables
A,V1,…Vm
, we replace the query target embedding
eA
with the embedding representations
ec∈Rk
of all entities
c∈E
, and use the resulting complex query score to compute the likelihood that such entities answer the query."" In this way the authors throw away vector
eA
that may have information about the problems, isn't there a method to exploit the information in
eA
?
I have a few remarks about the presentation: Citation Raedt, 2008 should be De Raedt, 2008. In Figure 1 the edges of the graphs have the opposite direction with respect to the caption and main text. Page 6: ""we only make use of type 1-chain queries to train the neural link predictor"": do the authors mean 1-hop queries? 1-chain appears here for the first time. ""In all cases, we use a rank of 500."": for rank do the authors mean the embedding size? This should be clarified Page 7: ""Since a query can have multiple answers, we implement a filtered setting, whereby for a given answer, we filter out other correct answers from the ranking before computing H@3."": this sentence is not clear. Does it mean that answers that follow from the KG without completion are removed from the ranking?
----After reading the other reviews and the authors' comments, I still think the paper is excellent and should be accepted.","9: Top 15% of accepted papers, strong accept","4: The reviewer is confident but not absolutely certain that the evaluation is correct"
"Complex Query Answering with Neural Link Predictors","Keywords: neural link prediction, complex query answering","Your comment cleared my doubts","",""
"Share or Not? Learning to Schedule Language-Specific Capacity for Multilingual Translation","Keywords: language-specific modeling, conditional computation, multilingual translation, multilingual transformer","This paper proposes a conditional language-specific routing (CLSR) mechanism for multilingual NMT, which also considers the trade-off between language specificity and generality.
All of the reviewers think this paper is interesting for both idea and empirical findings. Therefore, it is a clear acceptance.","This paper proposes a conditional language-specific routing (CLSR) mechanism for multilingual NMT, which also considers the trade-off between language specificity and generality.
All of the reviewers think this paper is interesting for both idea and empirical findings. Therefore, it is a clear acceptance.",""
"Share or Not? Learning to Schedule Language-Specific Capacity for Multilingual Translation","Keywords: language-specific modeling, conditional computation, multilingual translation, multilingual transformer","Dear Reviewers:
Thanks for your insightful reviews! Now the discussion stage is open and the authors have posted their responses. We will appreciate that the following things-to-do can be done by Tues, Nov 24.
1 Acknowledge explicitly that you have read the responses.
2 Modify your review if necessary.
3 Communicate with the authors/reviewers/AC by adding/responding to the comments if necessary.
Thanks a lot!","",""
"Share or Not? Learning to Schedule Language-Specific Capacity for Multilingual Translation","Keywords: language-specific modeling, conditional computation, multilingual translation, multilingual transformer","In this work, the authors present a conditional language-specific routing (CLSR) scheme for transformer-based multilingual NMT systems. They introduce a CLSR layer after every transformer encoder and decoder layer; each such layer is made up of hard gating functions conditioned on token representations that will either select a language-specific projection layer or a shared projection layer. Further, a budget is imposed on the language-specific capacity measured by aggregating the number of gates that allow for language-specific computations; this budget constraint forces the network to identify the sub-layers that will benefit most from being language-specific.
This is nice work. The proposed technique has been described clearly, the idea is intuitive and the experiments are pretty compelling. I have a couple of minor comments/suggestions for the authors.
The authors show heat-maps of LSScore distribution in Figure 6 (Appendix B) which suggest that the LS capacity schedule might have little to do with linguistic characteristics. However, this might have to do with the multilingual model being trained on as many as 94 different languages. It seems plausible that linguistic similarities might govern LS capacity scheduling when there are fewer training languages to learn from. To check for this, it might be interesting to redo this experiment with the medium resource and low resource buckets containing 26-28 languages each.
There are two (among many other) interesting things that stand out from the results in Tables 1 and 2. (1) From Table 1, the only setting where CLSR* (as well as ""Top-Bottom"" and ""Dedicated"") underperforms compared to the baseline is M2O for low-resource languages. It seems like the use of language-specific layers here has a strong adverse effect on performance (-4.56 with CLSR-L) which is largely offset by CLSR*. Some more insights based on the individual BLEU scores for each test language in the ""Low"" bin and whether there were certain languages that were largely responsible for the drop in performance would be interesting to the reader. (2) From M2O in Table 2, the win ratios of Top-Bottom are much lower when compared with Dedicated and CLSR* (61.54 vs. 84.62 vs. 84.62; 30.77 vs. 84.62 vs. 100). Could the authors share their thoughts on why this drop might be appearing?","7: Good paper, accept","4: The reviewer is confident but not absolutely certain that the evaluation is correct"
"Share or Not? Learning to Schedule Language-Specific Capacity for Multilingual Translation","Keywords: language-specific modeling, conditional computation, multilingual translation, multilingual transformer","The work proposes a hybrid architecture that has: (1) language-specific (LS) components; (2) as well as the components that are shared across all the languages -- a trade-off between specificity and generality. A key conclusion of the work is that the best architectures typically are. the ones that have ~10-30% language-specific capacity.
In terms of experimental work, the work uses WMT-14 and OPUS-100 datasets to show the proposed trade-off.
In terms of exposition of the ideas, it's a well-written paper for the most part.
One issue that the authors could improve on is clarifying how ""the amount of LS computation"" is measured. You have mentioned it several times in the abstract/intro and it's neither clear nor referenced (it could be the number of parameters, it could be the number of basic computations, etc). For a new reader, it takes quite a while to find that
p
is defined in eq. 6 and defined as a budget contains.
One other quibble is that all the trade-off figures are shown based BLEU/automatic metrics, which are known to be inaccurate. It would be nice to repeat one of the included evaluation with human judgments.
Overall, I view this as a good contribution to pave the way towards stronger, but reasonably-sized multilingual models. This is partially assuming that the authors will stay true to their promise that ""Source code and models will be released.""","9: Top 15% of accepted papers, strong accept","3: The reviewer is fairly confident that the evaluation is correct"
"Share or Not? Learning to Schedule Language-Specific Capacity for Multilingual Translation","Keywords: language-specific modeling, conditional computation, multilingual translation, multilingual transformer","Manual parameter sharing schemes are generally costly to come up with and when they are obtained for certain language pairs they do not necessarily generalize well to arbitrary language pairs in multilingual NMT. The idea of learning which parameters to share across languages in multilingual transformer models is original and potentially useful for designing and analyzing multilingual models in the context of NMT.
Strengths:
The paper is well-written and easy to follow. The idea was (reasonably) well-positioned with respect to prior work and clearly presented.
The technical merit is essentially in coming up with the budget constraint term in the loss function that forces the multilingual encoder-decoder ""super-network"" to use the desired percentage of language-specific computation using gating.
A significant part of the contribution was in the analysis of the results, obtained by this learning-based parameter sharing approach, which was quite informative and revealed some interesting insights about where and when a language-specific computation is required. The takeaways should be of interest to researchers and practitioners interested in designing and analyzing multilingual NMT systems.
Weaknesses:
(1) Even though it is the first time such a method is applied in the context of NMT, the idea is not as much novel in the broader context of deep learning. Prior work has explored ""learning-to-share"" strategies for parameter sharing in multi-task learning (see Ruder et al., AAAI 2018), and using gating/masking to control computational paths in a differentiable way (see Fan et al., ICLR 2019, Sukhbaatar et al., ACL 2019); it is clear that the focus is NMT but it should be worth mentioning/discussing such studies to better situate the work and to help the reader assess the actual contributions.
(2) Another weakness is that the comparison with the vanilla and LS baselines does not seem to be properly controlled in terms of parameters. I appreciate that the authors do not read too much into it and focus more on the analysis of the results, but one thing that remains unanswered in this paper is how the proposed method fairs against multilingual baselines that utilize (roughly) the same number of parameters; currently, the best models outperform the LS baseline by ~28M and ~10M parameters on OPUS-100 and WMT-14 respectively. How important is this difference?
(3) In the experiment about linguistic similarity, it appears that the capacity schedule is the same across languages and the authors conclude from this that the schedule has little to do with linguistic characteristics. However, the main driving force in the choice of the language-specific computation is currently a single hyper-parameter p which is the same across languages; so, this will lead to choices that are good on average for all language pairs involved for a given universal budget. Do you think the conclusion would be still the same if a language-specific hyper-parameter p_l was used instead?","7: Good paper, accept","4: The reviewer is confident but not absolutely certain that the evaluation is correct"
"Share or Not? Learning to Schedule Language-Specific Capacity for Multilingual Translation","Keywords: language-specific modeling, conditional computation, multilingual translation, multilingual transformer","Thanks for taking the time to answer my questions.
(1) Yes, these are the references I was talking about.
(2) The evidence presented in the paper is not sufficient to support that parameters do not play a role. The CLSR-L is only one out of the four baselines and it still has 9M and 10M fewer parameters than the CLSR* method for OPUS-100 and WMT14 datasets respectively. This is a somewhat stretched notion of ""roughly the same amount of parameters"". My recommendation for this issue would be to tone down the claims regarding improvements or simply compare against baselines that have a comparable number of parameters (e.g. within ~0.5-1M range).
(3) Correct me if I am wrong but, apart from budget p, the gate parameters in Eq. 5 are also the same across languages and layers which creates an inductive bias towards gating z^l across languages in a unified way. It is also evident from all subfigures in Figure 6 that the gates function in (almost) the exact same way consistently across languages which seems like a hard constraint to achieve without enforcing it explicitly. One more simple explanation of the observed behavior in Fig. 6 is that the parameters W_1, b, and w_2 do not provide enough flexibility for controlling the gate in different ways across languages and layers. Simply put, there is no language-specific behavior because there is no language-specific gating taking place. In other words, the capacity schedule has little to do with linguistic characteristics because it is designed to do so.","",""
"Share or Not? Learning to Schedule Language-Specific Capacity for Multilingual Translation","Keywords: language-specific modeling, conditional computation, multilingual translation, multilingual transformer","In this paper, the authors present a study of different aspects of language-specific model capacity for massively multilingual machine translation. To this end, language-specific behaviour is achieved via a combination of conditional computation to decide whether to use language-specific parameters or not and statically assigning experts for each languages. The language specific sub-layers are incorporated throughout the network. The training objective allow budgetary constraints on the amount of language-specific parameters. The paper does a systematic analysis on the role of language specific parameters using the proposed architecture. Based on the analysis, recommendations on design of multilingual NMT architectures are proposed and their efficacy validated experimentally. The study sheds light on the amount of language specific parameter sharing, their distribution in the network, impact of language, etc.
I find the analysis presented in the paper very interesting and insightful - and distinguishes it from previous work in this area. The hypothesis are clearly stated and the experiments are well designed. The findings from the analysis are an important addition to the understanding of the role of language specific parameters in multilingual NMT.
In terms of modelling, the work follows in the line of recent work on language-specific parameters for multilingual NMT. The deviation from existing work is mixing elements of conditional computation with language specific computation. I see this work more as an analysis on language-specific parameters for a particular LS-model rather than a novel architecture. It is not clear how this model would compare to other models using language specific parameters (sparsely gated mixture of experts (Lepikhin et al 2020), light-weight adapters (Bapna et al 2019) ).
Questions:
Previous work has tried to combine both language-specific and shared parameters (Wang et al 2018), rather than making a binary choice between these. Did the authors compare with such an approach?
Since a major part of the model contains shared parameters, was there a need for new set of shared parameters along with the language-specific parameters. The gating decision could have been to bypass the language-specific sublayer or not.
References Yining Wang, Jiajun Zhang, Feifei Zhai, Jingfang Xu, and Chengqing Zong. Three strategies to improve one-to-many multilingual translation. EMNLP. 2018.","8: Top 50% of accepted papers, clear accept","5: The reviewer is absolutely certain that the evaluation is correct and very familiar with the relevant literature"
"End-to-end Adversarial Text-to-Speech","Keywords: text-to-speech, speech synthesis, adversarial, GAN, end-to-end, feed-forward, generative model","This paper investigates a speech synthesis approach that directly generates raw audios from text or phoneme inputs in an end-to-end fashion. The approach first maps the input texts/phonemes into a representation sequence that is aligned with the output at a lower sampling frequency by a differentiable aligner and then upsamples the representation sequence to the full audio frequency by a decoder. A number of techniques including adversarial training and soft DTW are applied to improve the training. The experimental results are good. There are raised concerns from the reviewers which are mostly cleared by the rebuttal of the authors. After the rebuttal and discussion, all reviewers are supportive on accepting the paper.","This paper investigates a speech synthesis approach that directly generates raw audios from text or phoneme inputs in an end-to-end fashion. The approach first maps the input texts/phonemes into a representation sequence that is aligned with the output at a lower sampling frequency by a differentiable aligner and then upsamples the representation sequence to the full audio frequency by a decoder. A number of techniques including adversarial training and soft DTW are applied to improve the training. The experimental results are good. There are raised concerns from the reviewers which are mostly cleared by the rebuttal of the authors. After the rebuttal and discussion, all reviewers are supportive on accepting the paper.",""
